Date,Day of week,Month,Season,Total Hospital Beds,Beds Occupied,Occupancy Rate (%),Daily Admissions,Daily Discharges,Emergency Admissions,ICU Admissions,Department,Public Holiday Indicator,Special Event Indicator,Staff Availability,Average Length of Stay,Year,net_bed_change,Calculated Occupancy Rate (%),Month Number,Day,Day of Year,Week of Year,Quarter,Is Weekend,Holiday Flag,Special Event Flag,Department Encoded,Season Encoded,Day of Week,Day of Week Encoded,Lag Occupancy 1 Day,Lag Occupancy 7 Days,Rolling Occupancy 7 Days,Rolling Admissions 7 Days
2020-12-09,Wednesday,December,Winter,398,326,81.91,106,94,44,16,Pediatrics,No,No,90,3.0,2020,12,81.91,12,9,344,50,4,0,0,0,6,3,Wednesday,6,76.71,65.83,76.0657142857143,73.71428571428571
2020-12-10,Thursday,December,Winter,317,250,78.86,59,54,18,9,Emergency,Yes,No,70,2.5,2020,5,78.86,12,10,345,50,4,0,1,0,1,3,Thursday,4,70.74,87.85,75.12428571428572,62.142857142857146
2020-12-11,Friday,December,Winter,370,340,91.89,26,20,14,3,Cardiology,Yes,No,60,6.2,2020,6,91.89,12,11,346,50,4,0,1,0,0,3,Friday,0,83.91,89.88,76.81285714285715,78.14285714285714
2020-12-12,Saturday,December,Winter,264,216,81.82,55,45,28,9,Cardiology,No,No,91,3.8,2020,10,81.82,12,12,347,50,4,1,0,0,0,3,Saturday,2,91.89,72.65,78.12285714285714,71.42857142857143
2020-12-13,Sunday,December,Winter,180,149,82.78,74,81,33,7,ICU,No,No,95,7.5,2020,-7,82.78,12,13,348,50,4,1,0,0,3,3,Sunday,3,76.76,90.94,78.77428571428572,62.57142857142857
2020-12-14,Monday,December,Winter,437,380,86.96,49,56,21,7,Maternity,No,No,94,3.8,2020,-7,86.96,12,14,349,51,4,0,0,0,4,3,Monday,1,90.79,85.95,81.04285714285713,62.142857142857146
2020-12-15,Tuesday,December,Winter,183,155,84.7,69,65,28,5,General Medicine,No,No,91,5.9,2020,4,84.7,12,15,350,51,4,0,0,0,2,3,Tuesday,5,86.92,79.82,84.52571428571427,68.14285714285714
2020-12-16,Wednesday,December,Winter,252,189,75.0,90,82,34,11,Pediatrics,No,No,89,4.3,2020,8,75.0,12,16,351,51,4,0,0,0,6,3,Wednesday,6,81.91,75.87,75.94142857142856,76.14285714285714
2020-12-17,Thursday,December,Winter,440,360,81.82,59,51,20,10,Surgery,No,No,87,3.9,2020,8,81.82,12,17,352,51,4,0,0,0,7,3,Thursday,4,73.82,69.7,80.66571428571429,67.28571428571429
2020-12-18,Friday,December,Winter,201,132,65.67,35,21,13,5,Surgery,No,No,92,6.0,2020,14,65.67,12,18,353,51,4,0,0,0,7,3,Friday,0,81.82,89.56,77.25285714285714,56.42857142857143
2020-12-19,Saturday,December,Winter,326,218,66.87,51,41,12,9,Orthopedics,No,No,88,3.4,2020,10,66.87,12,19,354,51,4,1,0,0,5,3,Saturday,2,80.6,64.86,79.93857142857142,60.42857142857143
2020-12-20,Sunday,December,Winter,323,229,70.9,30,39,15,3,Pediatrics,No,No,99,5.4,2020,-9,70.9,12,20,355,51,4,1,0,0,6,3,Sunday,3,75.0,69.57,76.13142857142857,69.0
2020-12-21,Monday,December,Winter,299,212,70.9,32,24,11,4,ICU,No,No,93,6.3,2020,8,70.9,12,21,356,52,4,0,0,0,3,3,Monday,1,82.78,65.98,79.47714285714287,61.142857142857146
2020-12-22,Tuesday,December,Winter,292,195,66.78,113,108,48,16,Surgery,No,No,81,5.5,2020,5,66.78,12,22,357,52,4,0,0,0,7,3,Tuesday,5,65.67,86.99,74.36571428571428,60.57142857142857
2020-12-23,Wednesday,December,Winter,262,227,86.64,75,69,19,3,Pediatrics,No,No,91,2.0,2020,6,86.64,12,23,358,52,4,0,0,0,6,3,Wednesday,6,70.9,80.54,77.00285714285714,76.14285714285714
2020-12-24,Thursday,December,Winter,259,191,73.75,49,52,22,6,General Medicine,No,No,92,3.7,2020,-3,73.75,12,24,359,52,4,0,0,0,2,3,Thursday,4,84.7,88.89,82.36285714285714,64.14285714285714
2020-12-25,Friday,December,Winter,180,136,75.56,80,87,26,4,Orthopedics,No,No,84,4.2,2020,-7,75.56,12,25,360,52,4,0,0,0,5,3,Friday,0,66.87,78.73,79.48571428571428,68.14285714285714
2020-12-26,Saturday,December,Winter,216,194,89.81,99,107,51,7,ICU,No,No,93,7.1,2020,-8,89.81,12,26,361,52,4,1,0,0,3,3,Saturday,2,70.9,93.72,78.91857142857144,61.714285714285715
2020-12-27,Sunday,December,Winter,295,197,66.78,61,62,23,7,Maternity,No,Yes,77,3.1,2020,-1,66.78,12,27,362,52,4,1,0,1,4,3,Sunday,3,86.96,70.94,80.44857142857143,63.42857142857143
2020-12-28,Monday,December,Winter,287,186,64.81,109,98,51,8,Cardiology,No,No,80,2.3,2020,11,64.81,12,28,363,53,4,0,0,0,0,3,Monday,1,81.82,68.81,77.55142857142857,71.85714285714286
2020-12-29,Tuesday,December,Winter,387,325,83.98,80,84,36,14,General Medicine,No,No,99,7.0,2020,-4,83.98,12,29,364,53,4,0,0,0,2,3,Tuesday,5,73.75,75.71,83.5442857142857,68.71428571428571
2020-12-30,Wednesday,December,Winter,347,263,75.79,50,52,18,8,Emergency,No,No,84,0.7,2020,-2,75.79,12,30,365,53,4,0,0,0,1,3,Wednesday,6,78.86,66.9,76.39428571428572,60.285714285714285
2020-12-31,Thursday,December,Winter,402,309,76.87,55,49,28,4,Cardiology,No,No,85,3.3,2020,6,76.87,12,31,366,53,4,0,0,0,0,3,Thursday,4,64.81,64.76,79.28142857142858,66.42857142857143
2021-01-01,Friday,January,Winter,445,387,86.97,77,86,26,9,General Medicine,No,No,86,2.0,2021,-9,86.97,1,1,1,53,1,0,0,0,2,3,Friday,0,83.98,80.98,84.39999999999999,72.71428571428571
2021-01-02,Saturday,January,Winter,434,325,74.88,68,61,32,10,Surgery,No,No,87,8.3,2021,7,74.88,1,2,2,53,1,1,0,0,7,3,Saturday,2,66.78,64.93,75.78714285714285,65.42857142857143
2021-01-03,Sunday,January,Winter,411,287,69.83,89,97,30,12,Pediatrics,No,No,99,6.1,2021,-8,69.83,1,3,3,53,1,1,0,0,6,3,Sunday,3,86.64,81.96,75.27,80.28571428571429
2021-01-04,Monday,January,Winter,256,243,94.92,61,71,31,5,Cardiology,No,Yes,85,6.6,2021,-10,94.92,1,4,4,1,1,0,0,1,0,3,Monday,1,76.87,70.76,82.73285714285714,61.857142857142854
2021-01-05,Tuesday,January,Winter,413,367,88.86,52,50,27,4,Maternity,No,No,90,3.7,2021,2,88.86,1,5,5,1,1,0,0,0,4,3,Tuesday,5,66.78,85.94,80.86571428571428,57.142857142857146
2021-01-06,Wednesday,January,Winter,387,263,67.96,85,94,46,6,Cardiology,No,No,85,5.0,2021,-9,67.96,1,6,6,1,1,0,0,0,0,3,Wednesday,6,94.92,84.91,80.31142857142858,63.857142857142854
2021-01-07,Thursday,January,Winter,267,176,65.92,34,32,16,6,ICU,No,No,89,6.6,2021,2,65.92,1,7,7,1,1,0,0,0,3,3,Thursday,4,89.81,70.62,78.24714285714286,60.57142857142857
2021-01-08,Friday,January,Winter,278,227,81.65,50,59,17,9,Maternity,No,No,100,3.1,2021,-9,81.65,1,8,8,1,1,0,0,0,4,3,Friday,0,88.86,83.94,80.53857142857143,59.142857142857146
2021-01-09,Saturday,January,Winter,339,318,93.81,82,87,29,7,Maternity,No,No,82,1.8,2021,-5,93.81,1,9,9,1,1,1,0,0,4,3,Saturday,2,81.65,70.95,83.80428571428571,67.28571428571429
2021-01-10,Sunday,January,Winter,396,372,93.94,90,91,44,4,ICU,No,No,92,8.8,2021,-1,93.94,1,10,10,1,1,1,0,0,3,3,Sunday,3,65.92,71.78,81.41285714285713,66.42857142857143
2021-01-11,Monday,January,Winter,286,217,75.87,35,29,16,5,Emergency,No,No,95,0.7,2021,6,75.87,1,11,11,2,1,0,0,0,1,3,Monday,1,75.79,75.94,76.38428571428572,60.57142857142857
2021-01-12,Tuesday,January,Winter,193,177,91.71,42,33,23,4,Surgery,No,Yes,83,3.6,2021,9,91.71,1,12,12,2,1,0,0,1,7,3,Tuesday,5,74.88,91.78,75.77714285714286,56.142857142857146
2021-01-13,Wednesday,January,Winter,246,186,75.61,67,62,33,11,Pediatrics,No,No,89,3.6,2021,5,75.61,1,13,13,2,1,0,0,0,6,3,Wednesday,6,69.83,65.9,76.65714285714286,76.14285714285714
2021-01-14,Thursday,January,Winter,339,318,93.81,104,100,41,17,Pediatrics,No,No,87,6.8,2021,4,93.81,1,14,14,2,1,0,0,0,6,3,Thursday,4,75.61,76.71,79.1,80.14285714285714
2021-01-15,Friday,January,Winter,202,185,91.58,33,23,12,2,Maternity,No,No,90,2.8,2021,10,91.58,1,15,15,2,1,0,0,0,4,3,Friday,0,93.81,77.78,85.77571428571427,60.57142857142857
2021-01-16,Saturday,January,Winter,366,263,71.86,106,97,53,5,General Medicine,No,No,100,6.9,2021,9,71.86,1,16,16,2,1,1,0,0,2,3,Saturday,2,86.97,94.74,81.13142857142857,74.85714285714286
2021-01-17,Sunday,January,Winter,277,180,64.98,103,100,54,9,Cardiology,No,No,87,3.6,2021,3,64.98,1,17,17,2,1,1,0,0,0,3,Sunday,3,67.96,83.91,77.60714285714286,70.57142857142857
2021-01-18,Monday,January,Winter,276,237,85.87,48,40,19,8,Emergency,No,No,97,2.5,2021,8,85.87,1,18,18,3,1,0,0,0,1,3,Monday,1,75.87,76.76,77.6857142857143,57.285714285714285
2021-01-19,Tuesday,January,Winter,235,192,81.7,51,54,28,8,Pediatrics,No,No,92,2.2,2021,-3,81.7,1,19,19,3,1,0,0,0,6,3,Tuesday,5,93.81,81.91,79.07000000000001,72.28571428571429
2021-01-20,Wednesday,January,Winter,228,191,83.77,95,100,39,17,Orthopedics,No,No,93,6.1,2021,-5,83.77,1,20,20,3,1,0,0,0,5,3,Wednesday,6,75.56,84.91,79.32285714285715,77.28571428571429
2021-01-21,Thursday,January,Winter,205,188,91.71,101,102,26,9,Surgery,No,No,92,8.4,2021,-1,91.71,1,21,21,3,1,0,0,0,7,3,Thursday,4,91.71,75.76,78.05571428571429,65.42857142857143
2021-01-22,Friday,January,Winter,222,202,90.99,50,56,12,4,General Medicine,No,No,82,4.0,2021,-6,90.99,1,22,22,3,1,0,0,0,2,3,Friday,0,71.86,79.74,82.73857142857142,70.0
2021-01-23,Saturday,January,Winter,415,344,82.89,77,66,27,13,Pediatrics,No,No,81,6.6,2021,11,82.89,1,23,23,3,1,1,0,0,6,3,Saturday,2,81.7,75.0,80.19714285714285,70.42857142857143
2021-01-24,Sunday,January,Winter,281,213,75.8,101,90,37,18,Surgery,No,No,87,4.1,2021,11,75.8,1,24,24,3,1,1,0,0,7,3,Sunday,3,91.71,73.82,78.33857142857141,74.14285714285714
2021-01-25,Monday,January,Winter,203,190,93.6,99,85,38,7,General Medicine,No,No,80,3.0,2021,14,93.6,1,25,25,4,1,0,0,0,2,3,Monday,1,90.99,86.92,83.69285714285715,75.71428571428571
2021-01-26,Tuesday,January,Winter,398,262,65.83,103,92,31,11,General Medicine,No,No,89,3.0,2021,11,65.83,1,26,26,4,1,0,0,0,2,3,Tuesday,5,93.6,84.7,80.99714285714286,80.57142857142857
2021-01-27,Wednesday,January,Winter,291,224,76.98,106,116,30,15,Cardiology,No,No,82,2.6,2021,-10,76.98,1,27,27,4,1,0,0,0,0,3,Wednesday,6,64.98,91.89,75.47714285714287,82.0
2021-01-28,Thursday,January,Winter,181,139,76.8,110,119,54,16,Maternity,No,No,80,2.9,2021,-9,76.8,1,28,28,4,1,0,0,0,4,3,Thursday,4,91.58,90.79,83.77714285714286,62.42857142857143
2021-01-29,Friday,January,Winter,358,332,92.74,43,36,12,7,Maternity,No,No,91,3.1,2021,7,92.74,1,29,29,4,1,0,0,0,4,3,Friday,0,76.8,86.96,84.60285714285715,61.57142857142857
2021-01-30,Saturday,January,Winter,420,285,67.86,85,72,40,9,Emergency,No,No,80,0.8,2021,13,67.86,1,30,30,4,1,1,0,0,1,3,Saturday,2,85.87,73.79,76.83857142857143,59.0
2021-01-31,Sunday,January,Winter,199,153,76.88,92,95,39,5,Cardiology,No,No,93,4.0,2021,-3,76.88,1,31,31,4,1,1,0,0,0,3,Sunday,3,76.98,81.82,74.77142857142857,87.28571428571429
2021-02-01,Monday,February,Winter,346,301,86.99,81,74,25,13,Maternity,No,No,82,3.9,2021,7,86.99,2,1,32,5,1,0,0,0,4,3,Monday,1,92.74,66.78,87.49000000000001,64.42857142857143
2021-02-02,Tuesday,February,Winter,416,307,73.8,27,25,10,2,General Medicine,No,No,90,3.4,2021,2,73.8,2,2,33,5,1,0,0,0,2,3,Tuesday,5,65.83,73.75,81.00428571428571,77.42857142857143
2021-02-03,Wednesday,February,Winter,396,300,75.76,54,57,23,4,ICU,Yes,No,85,6.0,2021,-3,75.76,2,3,34,5,1,0,1,0,3,3,Wednesday,6,93.94,89.78,79.41,62.714285714285715
2021-02-04,Thursday,February,Winter,393,259,65.9,106,106,37,13,ICU,No,No,91,13.5,2021,0,65.9,2,4,35,5,1,0,0,0,3,3,Thursday,4,75.76,76.76,77.85857142857142,69.85714285714286
2021-02-05,Friday,February,Winter,228,157,68.86,104,97,33,7,Orthopedics,No,No,82,6.6,2021,7,68.86,2,5,36,5,1,0,0,0,5,3,Friday,0,83.77,83.71,77.20142857142856,80.42857142857143
2021-02-06,Saturday,February,Winter,376,289,76.86,94,92,47,9,Cardiology,No,No,90,4.1,2021,2,76.86,2,6,37,5,1,1,0,0,0,3,Saturday,2,76.88,64.81,76.49285714285715,85.14285714285714
2021-02-07,Sunday,February,Winter,229,217,94.76,111,121,42,11,Cardiology,No,No,90,4.3,2021,-10,94.76,2,7,38,5,1,1,0,0,0,3,Sunday,3,76.86,76.87,79.04857142857144,93.14285714285714
2021-02-08,Monday,February,Winter,360,266,73.89,91,92,35,15,Surgery,No,No,94,9.0,2021,-1,73.89,2,8,39,6,1,0,0,0,7,3,Monday,1,75.8,81.82,77.2057142857143,78.71428571428571
2021-02-09,Tuesday,February,Winter,268,217,80.97,82,67,32,14,Surgery,No,No,97,5.6,2021,15,80.97,2,9,40,6,1,0,0,0,7,3,Tuesday,5,73.89,65.67,79.39142857142858,85.42857142857143
2021-02-10,Wednesday,February,Winter,294,249,84.69,55,62,17,8,Cardiology,No,No,85,2.1,2021,-7,84.69,2,10,41,6,1,0,0,0,0,3,Wednesday,6,94.76,94.92,77.58714285714287,92.28571428571429
2021-02-11,Thursday,February,Winter,327,274,83.79,27,35,14,2,Pediatrics,No,No,86,2.0,2021,-8,83.79,2,11,42,6,1,0,0,0,6,3,Thursday,4,82.89,70.9,82.03857142857143,70.0
2021-02-12,Friday,February,Winter,448,344,76.79,89,78,38,6,Orthopedics,No,No,81,6.2,2021,11,76.79,2,12,43,6,1,0,0,0,5,3,Friday,0,68.86,78.76,76.92,89.57142857142857
2021-02-13,Saturday,February,Winter,331,238,71.9,94,83,45,7,General Medicine,No,No,80,6.8,2021,11,71.9,2,13,44,6,1,1,0,0,2,3,Saturday,2,73.8,83.98,79.27857142857142,79.42857142857143
2021-02-14,Sunday,February,Winter,330,254,76.97,75,62,23,5,Surgery,No,No,93,5.8,2021,13,76.97,2,14,45,6,1,1,0,0,7,3,Sunday,3,80.97,66.78,80.84714285714286,80.0
2021-02-15,Monday,February,Winter,327,248,75.84,73,70,21,8,Cardiology,No,Yes,86,2.8,2021,3,75.84,2,15,46,7,1,0,0,1,0,3,Monday,1,84.69,67.96,78.71285714285715,90.57142857142857
2021-02-16,Tuesday,February,Winter,343,322,93.88,53,43,26,2,General Medicine,No,No,83,3.0,2021,10,93.88,2,16,47,7,1,0,0,0,2,3,Tuesday,5,71.9,86.97,80.26571428571428,76.0
2021-02-17,Wednesday,February,Winter,278,214,76.98,115,113,48,14,Orthopedics,No,No,82,4.1,2021,2,76.98,2,17,48,7,1,0,0,0,5,3,Wednesday,6,76.79,85.99,75.63285714285715,90.42857142857143
2021-02-18,Thursday,February,Winter,403,362,89.83,25,10,10,4,Pediatrics,No,No,96,6.1,2021,15,89.83,2,18,49,7,1,0,0,0,6,3,Thursday,4,83.79,86.64,82.49428571428572,62.857142857142854
2021-02-19,Friday,February,Winter,318,254,79.87,50,52,27,2,Pediatrics,No,No,100,7.3,2021,-2,79.87,2,19,50,7,1,0,0,0,6,3,Friday,0,89.83,69.83,83.92857142857143,57.285714285714285
2021-02-20,Saturday,February,Winter,250,235,94.0,47,46,14,2,Pediatrics,No,No,80,5.0,2021,1,94.0,2,20,51,7,1,1,0,0,6,3,Saturday,2,79.87,75.61,86.55571428571429,54.42857142857143
2021-02-21,Sunday,February,Winter,271,243,89.67,44,32,18,6,Cardiology,Yes,No,76,3.7,2021,12,89.67,2,21,52,7,1,1,1,0,0,3,Sunday,3,75.84,64.98,82.24000000000001,82.14285714285714
2021-02-22,Monday,February,Winter,355,252,70.99,78,70,41,14,Orthopedics,No,No,91,3.5,2021,8,70.99,2,22,53,8,1,0,0,0,5,3,Monday,1,76.98,80.6,74.25999999999999,87.42857142857143
2021-02-23,Tuesday,February,Winter,253,194,76.68,33,39,14,2,Emergency,No,No,85,0.7,2021,-6,76.68,2,23,54,8,1,0,0,0,1,3,Tuesday,5,67.86,82.88,75.95285714285716,55.0
2021-02-24,Wednesday,February,Winter,257,221,85.99,72,61,30,8,Emergency,No,No,85,1.3,2021,11,85.99,2,24,55,8,1,0,0,0,1,3,Wednesday,6,76.68,70.74,78.13142857142859,54.57142857142857
2021-02-25,Thursday,February,Winter,371,281,75.74,93,87,29,7,Surgery,Yes,No,62,4.5,2021,6,75.74,2,25,56,8,1,0,1,0,7,3,Thursday,4,76.97,74.88,80.97,83.57142857142857
2021-02-26,Friday,February,Winter,279,245,87.81,98,93,39,8,General Medicine,No,Yes,79,3.8,2021,5,87.81,2,26,57,8,1,0,0,1,2,3,Friday,0,93.88,71.86,82.5442857142857,74.85714285714286
2021-02-27,Saturday,February,Winter,252,181,71.83,91,85,33,14,Orthopedics,Yes,No,81,4.9,2021,6,71.83,2,27,58,8,1,1,1,0,5,3,Saturday,2,70.99,66.87,74.96857142857142,93.14285714285714
2021-02-28,Sunday,February,Winter,342,311,90.94,52,47,16,6,Orthopedics,No,No,81,4.8,2021,5,90.94,2,28,59,8,1,1,0,0,5,3,Sunday,3,71.83,75.56,77.16571428571429,89.14285714285714
2021-03-01,Monday,March,Spring,374,254,67.91,49,35,23,7,Cardiology,No,No,95,7.1,2021,14,67.91,3,1,60,9,1,0,0,0,0,1,Monday,1,89.67,76.98,80.94428571428571,74.0
2021-03-02,Tuesday,March,Spring,253,172,67.98,103,94,30,14,Maternity,No,Yes,90,3.7,2021,9,67.98,3,2,61,9,1,0,0,1,4,1,Tuesday,5,86.99,88.86,84.50714285714285,71.71428571428571
2021-03-03,Wednesday,March,Spring,247,190,76.92,79,78,40,8,Surgery,No,No,99,7.4,2021,1,76.92,3,3,62,9,1,0,0,0,7,1,Wednesday,6,75.74,91.71,78.85714285714286,88.85714285714286
2021-03-04,Thursday,March,Spring,446,374,83.86,57,51,23,8,General Medicine,No,No,93,7.4,2021,6,83.86,3,4,63,9,1,0,0,0,2,1,Thursday,4,87.81,90.99,81.52571428571427,75.85714285714286
2021-03-05,Friday,March,Spring,198,130,65.66,63,52,29,6,General Medicine,No,No,96,2.0,2021,11,65.66,3,5,64,9,1,0,0,0,2,1,Friday,0,83.86,93.6,77.53428571428572,70.71428571428571
2021-03-06,Saturday,March,Spring,198,166,83.84,115,111,49,20,Orthopedics,No,Yes,73,6.0,2021,4,83.84,3,6,65,9,1,1,0,1,5,1,Saturday,2,90.94,83.77,77.17571428571429,92.0
2021-03-07,Sunday,March,Spring,231,187,80.95,52,50,22,8,ICU,No,No,87,11.3,2021,2,80.95,3,7,66,9,1,1,0,0,3,1,Sunday,3,65.9,82.78,77.59714285714287,66.71428571428571
2021-03-08,Monday,March,Spring,199,143,71.86,82,78,28,13,Orthopedics,No,No,83,4.4,2021,4,71.86,3,8,67,10,1,0,0,0,5,1,Monday,1,83.84,68.86,77.60428571428572,88.85714285714286
2021-03-09,Tuesday,March,Spring,427,303,70.96,26,22,10,2,Surgery,No,No,90,8.7,2021,4,70.96,3,9,68,10,1,0,0,0,7,1,Tuesday,5,76.92,91.71,75.89285714285714,78.14285714285714
2021-03-10,Wednesday,March,Spring,292,242,82.88,107,107,48,7,Emergency,No,No,81,2.4,2021,0,82.88,3,10,69,10,1,0,0,0,1,1,Wednesday,6,85.99,78.86,78.7057142857143,61.42857142857143
2021-03-11,Thursday,March,Spring,357,239,66.95,74,67,26,12,Orthopedics,No,No,91,5.5,2021,7,66.95,3,11,70,10,1,0,0,0,5,1,Thursday,4,71.86,76.79,76.19857142857143,86.71428571428571
2021-03-12,Friday,March,Spring,400,368,92.0,91,92,43,4,Pediatrics,No,No,80,2.4,2021,-1,92.0,3,12,71,10,1,0,0,0,6,1,Friday,0,94.0,93.81,86.29714285714286,52.57142857142857
2021-03-13,Saturday,March,Spring,235,211,89.79,49,40,25,8,Cardiology,No,No,94,3.9,2021,9,89.79,3,13,72,10,1,1,0,0,0,1,Saturday,2,67.91,76.88,82.78857142857143,67.85714285714286
2021-03-14,Sunday,March,Spring,241,214,88.8,44,45,22,3,Maternity,No,No,95,2.9,2021,-1,88.8,3,14,73,10,1,1,0,0,4,1,Sunday,3,67.98,81.65,85.52857142857144,70.85714285714286
2021-03-15,Monday,March,Spring,431,400,92.81,72,77,34,11,Cardiology,No,No,89,2.9,2021,-5,92.81,3,15,74,11,1,0,0,0,0,1,Monday,1,89.79,76.86,85.06714285714285,64.71428571428571
2021-03-16,Tuesday,March,Spring,181,126,69.61,78,88,23,9,ICU,No,No,93,7.7,2021,-10,69.61,3,16,75,11,1,0,0,0,3,1,Tuesday,5,80.95,70.9,77.41285714285716,73.28571428571429
2021-03-17,Wednesday,March,Spring,289,213,73.7,65,66,21,9,Emergency,No,No,93,1.2,2021,-1,73.7,3,17,76,11,1,0,0,0,1,1,Wednesday,6,82.88,75.79,78.40714285714286,63.57142857142857
2021-03-18,Thursday,March,Spring,382,248,64.92,62,65,33,9,Cardiology,No,No,94,3.7,2021,-3,64.92,3,18,77,11,1,0,0,0,0,1,Thursday,4,92.81,94.76,80.80428571428571,57.714285714285715
2021-03-19,Friday,March,Spring,293,222,75.77,73,68,34,8,General Medicine,No,No,83,6.6,2021,5,75.77,3,19,78,11,1,0,0,0,2,1,Friday,0,65.66,65.83,78.95428571428572,66.42857142857143
2021-03-20,Saturday,March,Spring,230,188,81.74,32,27,10,3,General Medicine,No,No,99,2.7,2021,5,81.74,3,20,79,11,1,1,0,0,2,1,Saturday,2,75.77,73.8,80.08857142857143,67.14285714285714
2021-03-21,Sunday,March,Spring,189,134,70.9,51,60,14,5,Orthopedics,No,No,96,5.9,2021,-9,70.9,3,21,80,11,1,1,0,0,5,1,Sunday,3,66.95,76.98,75.33000000000001,77.57142857142857
2021-03-22,Monday,March,Spring,441,348,78.91,80,85,35,13,General Medicine,No,No,91,4.9,2021,-5,78.91,3,22,81,12,1,0,0,0,2,1,Monday,1,81.74,71.9,81.09,65.14285714285714
2021-03-23,Tuesday,March,Spring,303,203,67.0,40,49,10,2,Cardiology,No,No,91,2.1,2021,-9,67.0,3,23,82,12,1,0,0,0,0,1,Tuesday,5,64.92,84.69,78.27714285714286,55.57142857142857
2021-03-24,Wednesday,March,Spring,342,253,73.98,103,91,41,17,Emergency,No,No,92,0.8,2021,12,73.98,3,24,83,12,1,0,0,0,1,1,Wednesday,6,73.7,75.87,78.13714285714286,73.28571428571429
2021-03-25,Thursday,March,Spring,211,173,81.99,91,92,27,14,Orthopedics,No,No,99,2.2,2021,-1,81.99,3,25,84,12,1,0,0,0,5,1,Thursday,4,70.9,70.99,76.90142857142857,79.42857142857143
2021-03-26,Friday,March,Spring,374,336,89.84,49,41,23,5,Orthopedics,No,No,92,5.9,2021,8,89.84,3,26,85,12,1,0,0,0,5,1,Friday,0,81.99,71.83,79.47428571428573,73.42857142857143
2021-03-27,Saturday,March,Spring,331,231,69.79,63,54,27,9,General Medicine,No,No,94,5.3,2021,9,69.79,3,27,86,12,1,1,0,0,2,1,Saturday,2,78.91,93.88,77.64857142857143,66.57142857142857
2021-03-28,Sunday,March,Spring,401,340,84.79,112,110,29,14,Cardiology,Yes,No,84,4.1,2021,2,84.79,3,28,87,12,1,1,1,0,0,1,Sunday,3,67.0,75.84,79.55571428571429,61.142857142857146
2021-03-29,Monday,March,Spring,202,179,88.61,99,95,39,4,Emergency,No,No,81,1.4,2021,4,88.61,3,29,88,13,1,0,0,0,1,1,Monday,1,73.98,85.87,78.52857142857144,80.57142857142857
2021-03-30,Tuesday,March,Spring,447,339,75.84,58,50,19,4,ICU,No,No,92,5.9,2021,8,75.84,3,30,89,13,1,0,0,0,3,1,Tuesday,5,69.61,89.81,75.41714285714285,67.42857142857143
2021-03-31,Wednesday,March,Spring,307,248,80.78,37,45,10,3,Surgery,No,No,89,8.8,2021,-8,80.78,3,31,90,13,1,0,0,0,7,1,Wednesday,6,70.96,75.8,76.60428571428572,69.0
2021-04-01,Thursday,April,Spring,377,343,90.98,61,51,26,3,Orthopedics,No,No,82,5.0,2021,10,90.98,4,1,91,13,2,0,0,0,5,1,Thursday,4,89.84,90.94,79.48,74.71428571428571
2021-04-02,Friday,April,Spring,183,129,70.49,115,113,38,20,General Medicine,No,No,88,3.0,2021,2,70.49,4,2,92,13,2,0,0,0,2,1,Friday,0,69.79,87.81,75.1742857142857,69.0
2021-04-03,Saturday,April,Spring,446,338,75.78,102,101,50,17,Pediatrics,No,No,91,3.6,2021,1,75.78,4,3,93,13,2,1,0,0,6,1,Saturday,2,92.0,81.7,85.45142857142856,59.857142857142854
2021-04-04,Sunday,April,Spring,370,240,64.86,26,33,9,3,ICU,No,No,82,11.6,2021,-7,64.86,4,4,94,13,2,1,0,0,3,1,Sunday,3,75.84,65.92,75.26571428571428,66.28571428571429
2021-04-05,Monday,April,Spring,392,341,86.99,66,66,21,9,Orthopedics,No,No,90,2.5,2021,0,86.99,4,5,95,14,2,0,0,0,5,1,Monday,1,90.98,83.84,79.92999999999999,67.71428571428571
2021-04-06,Tuesday,April,Spring,351,266,75.78,71,70,18,4,ICU,No,No,89,10.8,2021,1,75.78,4,6,96,14,2,0,0,0,3,1,Tuesday,5,64.86,93.94,72.67142857142858,63.57142857142857
2021-04-07,Wednesday,April,Spring,423,308,72.81,40,39,18,7,General Medicine,No,No,100,6.1,2021,1,72.81,4,7,97,14,2,0,0,0,2,1,Wednesday,6,70.49,83.86,73.59571428571428,66.57142857142857
2021-04-08,Thursday,April,Spring,388,333,85.82,36,26,18,6,Orthopedics,No,No,90,2.3,2021,10,85.82,4,8,98,14,2,0,0,0,5,1,Thursday,4,86.99,71.86,81.92428571428572,61.142857142857146
2021-04-09,Friday,April,Spring,338,277,81.95,79,84,23,9,Orthopedics,No,No,100,3.4,2021,-5,81.95,4,9,99,14,2,0,0,0,5,1,Friday,0,85.82,66.95,84.06714285714285,61.857142857142854
2021-04-10,Saturday,April,Spring,372,342,91.94,70,62,21,5,Orthopedics,No,No,85,6.3,2021,8,91.94,4,10,100,14,2,1,0,0,5,1,Saturday,2,81.95,70.9,87.07285714285715,64.57142857142857
2021-04-11,Sunday,April,Spring,238,199,83.61,57,46,20,4,Surgery,No,No,93,6.8,2021,11,83.61,4,11,101,14,2,1,0,0,7,1,Sunday,3,80.78,73.89,77.99285714285715,64.14285714285714
2021-04-12,Monday,April,Spring,182,129,70.88,85,92,26,9,Orthopedics,No,No,81,2.8,2021,-7,70.88,4,12,102,15,2,0,0,0,5,1,Monday,1,91.94,81.99,85.48571428571428,63.714285714285715
